epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1016.86,0.70891,0.98721,1.26742,0.61145,0.76762,0.74984,0.33071,1.89071,1.96117,3.19479,0.000863116,0.000863116,0.000863116
42,1041.03,0.75793,1.00654,1.34263,0.98521,0.90408,0.95192,0.3762,1.89105,1.6429,3.43673,0.000848969,0.000848969,0.000848969
43,1065.12,0.69384,0.92306,1.27364,0.86355,0.92617,0.93675,0.36545,1.98862,1.47145,3.98189,0.000834822,0.000834822,0.000834822
44,1089.34,0.67783,0.9469,1.25704,0.88372,0.90202,0.94786,0.37272,1.89763,1.64871,3.35134,0.000820675,0.000820675,0.000820675
45,1113.59,0.65442,0.89796,1.22925,0.69264,0.83333,0.83988,0.31545,1.78139,2.01526,3.07551,0.000806528,0.000806528,0.000806528
46,1137.51,0.6685,0.88206,1.21111,1,0.68943,0.84247,0.26653,2.20701,2.68749,3.33312,0.00079238,0.00079238,0.00079238
47,1161.68,0.69814,0.88033,1.25977,0.86933,0.78944,0.80256,0.36708,1.96464,2.38969,3.00001,0.000778233,0.000778233,0.000778233
48,1186.96,0.70299,0.87535,1.23247,0.83487,0.75,0.8031,0.35392,1.71335,2.11506,2.77679,0.000764086,0.000764086,0.000764086
49,1211.74,0.66157,0.85645,1.24084,0.90744,0.57892,0.74729,0.3329,1.83295,1.65565,3.10215,0.000749939,0.000749939,0.000749939
50,1235.39,0.64277,0.88579,1.23446,0.81536,0.83333,0.88244,0.42359,1.99777,1.44469,3.64407,0.000735792,0.000735792,0.000735792
51,1259.3,0.59204,0.86393,1.16477,0.90622,0.60768,0.78037,0.35207,1.99955,1.81776,3.65527,0.000721645,0.000721645,0.000721645
