epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,99.968,0.71675,0.99498,1.23532,0.60855,0.53973,0.62336,0.30579,1.94191,1.79041,3.03576,0.000848969,0.000848969,0.000848969
43,102.827,0.74909,1.00745,1.29371,0.79008,0.47222,0.66237,0.28853,1.95906,1.74329,2.83365,0.000834822,0.000834822,0.000834822
44,105.061,0.6879,0.9893,1.2504,0.65547,0.54919,0.55503,0.29329,1.89702,1.84147,2.65248,0.000820675,0.000820675,0.000820675
45,106.985,0.69753,0.93571,1.19796,0.62448,0.43384,0.47903,0.27475,1.87497,2.03234,2.52233,0.000806528,0.000806528,0.000806528
46,109.027,0.59405,0.87716,1.18771,0.4792,0.42419,0.35803,0.2066,1.97082,2.27192,2.78405,0.00079238,0.00079238,0.00079238
47,110.946,0.64517,0.8785,1.20658,0.50465,0.54856,0.55698,0.29611,1.89524,2.09967,2.78591,0.000778233,0.000778233,0.000778233
48,112.892,0.69501,0.86345,1.20926,0.51263,0.65167,0.60501,0.28202,1.73166,1.9002,2.79409,0.000764086,0.000764086,0.000764086
49,115.916,0.64165,0.81609,1.17603,0.56602,0.6443,0.6083,0.30882,1.8249,1.75804,2.94709,0.000749939,0.000749939,0.000749939
50,118.781,0.56848,0.79526,1.13784,0.68741,0.52565,0.5753,0.28682,1.90812,1.67809,2.95976,0.000735792,0.000735792,0.000735792
51,120.764,0.59186,0.75034,1.14806,0.7691,0.58333,0.67446,0.28678,1.93722,1.7059,2.94681,0.000721645,0.000721645,0.000721645
52,122.806,0.57457,0.77869,1.15963,0.61269,0.70726,0.70771,0.33395,1.77825,1.63932,2.7712,0.000707498,0.000707498,0.000707498
53,124.73,0.61027,0.76516,1.20116,0.7895,0.57635,0.78988,0.43189,1.62717,1.50065,2.66483,0.000693351,0.000693351,0.000693351
54,126.728,0.6505,0.83293,1.2554,0.74499,0.56813,0.76095,0.44349,1.64095,1.4092,2.79243,0.000679204,0.000679204,0.000679204
55,129.084,0.67275,0.83926,1.2004,0.7433,0.56513,0.74357,0.43928,1.5599,1.36852,2.68671,0.000665057,0.000665057,0.000665057
56,132.304,0.57575,0.76242,1.14084,0.61253,0.5,0.65109,0.40145,1.63604,1.56378,2.65932,0.000650909,0.000650909,0.000650909
57,134.858,0.57929,0.7479,1.15532,0.44193,0.55556,0.56668,0.31494,1.82598,1.62276,2.73934,0.000636762,0.000636762,0.000636762
58,136.823,0.60728,0.81152,1.18917,0.80227,0.49668,0.64257,0.33023,1.76658,1.50369,2.69632,0.000622615,0.000622615,0.000622615
59,139.413,0.58257,0.72207,1.16519,0.75561,0.58333,0.66897,0.35163,1.77604,1.475,2.72101,0.000608468,0.000608468,0.000608468
60,141.587,0.60896,0.75049,1.16473,0.87433,0.58333,0.64275,0.30642,1.88529,1.56926,2.78179,0.000594321,0.000594321,0.000594321
61,143.385,0.58676,0.71279,1.16097,0.75006,0.58333,0.60661,0.27371,2.17539,1.62493,3.15575,0.000580174,0.000580174,0.000580174
62,146.344,0.58595,0.72923,1.13381,0.90062,0.41667,0.55129,0.28855,2.17873,1.5658,3.11689,0.000566027,0.000566027,0.000566027
63,149.141,0.55167,0.70972,1.11975,0.47939,0.63889,0.54194,0.30263,2.0193,1.49599,2.8936,0.00055188,0.00055188,0.00055188
64,151.469,0.55419,0.71287,1.1369,0.80314,0.57205,0.63978,0.36251,1.8689,1.25729,2.86744,0.000537733,0.000537733,0.000537733
65,153.358,0.55002,0.668,1.14708,0.76513,0.59577,0.67541,0.34352,1.88259,1.43452,2.86702,0.000523586,0.000523586,0.000523586
66,155.332,0.5195,0.70525,1.12563,0.78148,0.57332,0.61105,0.34479,1.98181,1.35603,2.9799,0.000509438,0.000509438,0.000509438
67,157.259,0.52721,0.65531,1.14206,0.77233,0.57867,0.60114,0.32992,1.98109,1.38623,3.12035,0.000495291,0.000495291,0.000495291
68,159.213,0.52519,0.65495,1.1224,0.77546,0.79446,0.7953,0.41514,1.79417,1.18884,2.98992,0.000481144,0.000481144,0.000481144
69,161.986,0.59377,0.68709,1.18708,0.76122,0.67742,0.78835,0.42898,1.74463,1.25034,2.90631,0.000466997,0.000466997,0.000466997
70,165.053,0.53001,0.67798,1.09374,0.79189,0.59105,0.73897,0.39389,1.57301,1.43169,2.69513,0.00045285,0.00045285,0.00045285
71,166.965,0.53485,0.63787,1.11926,0.91298,0.58319,0.71705,0.39399,1.55913,1.43742,2.63818,0.000438703,0.000438703,0.000438703
72,169.043,0.55912,0.67289,1.10426,0.94904,0.71399,0.76717,0.39832,1.56404,1.4492,2.57898,0.000424556,0.000424556,0.000424556
73,171.076,0.49193,0.62646,1.07206,0.73445,0.72222,0.72583,0.36808,1.65243,1.53113,2.58417,0.000410409,0.000410409,0.000410409
74,173.009,0.50099,0.63684,1.11303,0.71504,0.66488,0.69157,0.35864,1.68187,1.58113,2.54151,0.000396262,0.000396262,0.000396262
75,174.919,0.5048,0.62443,1.12132,0.62571,0.6074,0.67715,0.36112,1.674,1.54841,2.52963,0.000382115,0.000382115,0.000382115
76,177.732,0.49382,0.56694,1.09845,0.75187,0.52778,0.67406,0.36842,1.71093,1.36958,2.66486,0.000367967,0.000367967,0.000367967
77,180.807,0.49491,0.59835,1.08523,0.59088,0.65165,0.71225,0.39339,1.66325,1.36137,2.60877,0.00035382,0.00035382,0.00035382
78,182.747,0.49643,0.57089,1.09131,0.9061,0.76451,0.86038,0.39114,1.6163,1.32434,2.53721,0.000339673,0.000339673,0.000339673
79,184.632,0.46193,0.57341,1.05046,0.89492,0.79414,0.86872,0.38857,1.58136,1.33339,2.50232,0.000325526,0.000325526,0.000325526
80,186.606,0.48517,0.59139,1.09813,0.81328,0.63682,0.73409,0.4009,1.39739,1.4327,2.28171,0.000311379,0.000311379,0.000311379
