epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.2363,1.31214,2.85805,1.69949,0.00327,1,0.38746,0.20521,0.99015,3.36339,1.6162,0.00020004,0.00020004,0.00020004
2,50.3367,1.05109,2.26253,1.5164,0.003,1,0.35429,0.15884,1.20967,3.22834,1.79209,0.000412624,0.000412624,0.000412624
3,75.3803,1.13594,1.91001,1.55109,0.66011,0.43755,0.50053,0.28281,1.94385,3.19442,2.45947,0.000620917,0.000620917,0.000620917
4,101.145,1.09791,1.73715,1.4986,0.33009,0.30682,0.23917,0.09873,2.20922,3.84083,2.76761,0.00082492,0.00082492,0.00082492
5,123.382,1.05291,1.68081,1.48001,0.35132,0.55682,0.34956,0.17933,1.70395,3.57146,2.44566,0.00102463,0.00102463,0.00102463
6,148.129,1.1357,1.53878,1.47913,0.11639,0.375,0.25959,0.09994,2.20903,8.66768,3.47659,0.00122005,0.00122005,0.00122005
7,172.498,1.16449,1.57044,1.50967,0.26665,0.72727,0.34655,0.15666,1.97545,4.81203,2.78019,0.00141118,0.00141118,0.00141118
8,194.948,1.11737,1.49743,1.49586,0.50389,0.39773,0.3121,0.11358,1.86783,3.15944,2.46731,0.00155148,0.00155148,0.00155148
9,219.521,1.08343,1.43097,1.46707,0.98152,0.13636,0.17928,0.12316,2.19637,3.51503,2.92228,0.00153497,0.00153497,0.00153497
10,244.056,1.18077,1.44932,1.52046,0.46379,0.875,0.61529,0.26179,1.94019,3.24738,2.87104,0.00151847,0.00151847,0.00151847
11,268.713,1.14149,1.46735,1.49895,0.66502,0.39773,0.48306,0.20887,2.0492,4.17972,3.1739,0.00150197,0.00150197,0.00150197
12,290.446,1.1105,1.31254,1.46368,0.68596,0.30682,0.38063,0.15159,2.54593,2.9548,3.91362,0.00148546,0.00148546,0.00148546
13,315.323,1.08463,1.35299,1.51069,0.83561,0.62169,0.75924,0.34176,1.88145,1.94368,2.64224,0.00146896,0.00146896,0.00146896
14,339.775,1.07121,1.22749,1.46826,0.62727,0.68564,0.68207,0.303,1.78764,2.48615,2.44106,0.00145246,0.00145246,0.00145246
15,362.005,1.03355,1.15715,1.43116,0.80424,0.96673,0.95935,0.44496,1.64621,1.94757,2.97875,0.00143595,0.00143595,0.00143595
16,386.543,1.06298,1.21941,1.46147,0.6332,0.71492,0.72859,0.312,1.93749,2.1036,2.48742,0.00141945,0.00141945,0.00141945
17,411.335,1.07087,1.27867,1.44394,0.61116,0.78409,0.83744,0.37302,1.66741,1.62688,2.37981,0.00140295,0.00140295,0.00140295
18,433.565,1.03963,1.24318,1.44576,0.48987,0.90909,0.80261,0.36958,1.79149,2.07033,3.10936,0.00138644,0.00138644,0.00138644
19,457.755,0.97777,1.16005,1.38371,0.62013,0.48332,0.48636,0.21227,2.25366,3.02539,3.72583,0.00136994,0.00136994,0.00136994
20,482.972,1.01673,1.18177,1.40179,0.34831,0.61364,0.56231,0.23842,2.07213,2.78664,3.1863,0.00135344,0.00135344,0.00135344
21,506.709,0.97807,1.0902,1.37594,0.59753,0.61364,0.57941,0.25218,1.91735,1.98394,2.83799,0.00133693,0.00133693,0.00133693
22,530.884,0.95479,1.04662,1.35037,0.54316,0.65333,0.49225,0.26023,1.81209,1.82403,2.6277,0.00132043,0.00132043,0.00132043
23,17750.9,0.94992,0.99589,1.32032,0.67412,0.53409,0.62519,0.26246,1.72818,1.68156,2.48358,0.00130393,0.00130393,0.00130393
24,17919.2,0.87319,0.96205,1.31725,0.70119,0.83697,0.83393,0.35774,1.94474,1.4888,2.63685,0.00128742,0.00128742,0.00128742
25,17965.1,0.89724,0.90279,1.3058,0.92007,0.69318,0.90834,0.38133,1.69784,1.44462,2.3665,0.00127092,0.00127092,0.00127092
26,18012.2,0.92491,0.91878,1.32744,0.64924,0.77771,0.67584,0.34055,1.76593,1.73991,2.21773,0.00125442,0.00125442,0.00125442
