epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.77836,1.50601,3.42606,1.88874,0.00332,0.99145,0.05791,0.02225,1.40427,3.23149,2.22726,0.00010003,0.00010003,0.00010003
2,11.523,1.33396,3.16139,1.81817,0.0036,1,0.16765,0.07594,1.51145,3.22094,2.18106,0.000212228,0.000212228,0.000212228
3,16.4543,1.24787,2.85718,1.70937,0.00357,1,0.20145,0.09915,1.66584,3.18061,2.30149,0.000322162,0.000322162,0.000322162
4,20.0343,1.20696,2.70885,1.70761,0.00304,0.88787,0.11669,0.03518,2.23815,3.37132,2.79277,0.000429833,0.000429833,0.000429833
5,23.2536,1.21349,2.49698,1.67162,0.0022,0.62831,0.07736,0.0175,2.96447,3.6997,3.40367,0.000535241,0.000535241,0.000535241
6,28.5998,1.23521,2.52965,1.73125,0.91913,0.01852,0.14464,0.05546,2.11528,3.03334,2.72077,0.000638384,0.000638384,0.000638384
7,32.5447,1.16341,2.35873,1.61206,0.88678,0.08279,0.30082,0.13726,1.8476,2.74843,2.37229,0.000739265,0.000739265,0.000739265
8,35.8006,1.16365,2.21322,1.60735,0.50759,0.10857,0.31041,0.15258,1.66419,2.69231,2.38533,0.000837881,0.000837881,0.000837881
9,39.3992,1.07206,2.08507,1.56376,0.58113,0.18783,0.21652,0.09104,2.43236,2.86374,2.89778,0.000934234,0.000934234,0.000934234
10,44.7698,1.22347,2.11311,1.65657,0.56883,0.13032,0.15892,0.07915,2.87215,3.04953,3.12055,0.00102832,0.00102832,0.00102832
11,48.9496,1.13397,1.96358,1.55416,0.49078,0.18222,0.20054,0.0626,2.82382,2.93704,3.39578,0.00112015,0.00112015,0.00112015
12,52.169,1.16593,1.95634,1.59642,0.42914,0.32302,0.27304,0.08011,2.55197,3.42001,3.26833,0.00120971,0.00120971,0.00120971
13,55.749,1.14096,1.8865,1.5924,0.41517,0.46922,0.37243,0.16524,1.45818,3.5427,2.18288,0.00125923,0.00125923,0.00125923
14,61.0427,1.09015,1.75437,1.56008,0.14405,0.63818,0.21726,0.08593,1.89786,5.21751,2.86151,0.00124509,0.00124509,0.00124509
15,64.4658,1.0884,1.59036,1.53356,0.24458,0.54243,0.2481,0.10777,1.72574,3.48245,2.60717,0.00123094,0.00123094,0.00123094
16,68.2134,1.04544,1.5714,1.45267,0.45851,0.20238,0.14893,0.07234,2.02457,5.97988,2.80894,0.00121679,0.00121679,0.00121679
17,72.1461,1.09728,1.59489,1.54908,0.54913,0.31481,0.29608,0.14132,1.59457,5.11431,2.30404,0.00120265,0.00120265,0.00120265
18,77.2225,1.04181,1.51535,1.4624,0.55812,0.64169,0.67918,0.41408,1.11171,3.83333,1.76157,0.0011885,0.0011885,0.0011885
19,80.5905,1.05707,1.45861,1.46969,0.73571,0.49969,0.63272,0.29016,1.64064,3.4225,2.39422,0.00117435,0.00117435,0.00117435
20,83.9449,1.08386,1.59256,1.53497,0.57114,0.66422,0.62257,0.32639,1.52115,2.35146,2.21418,0.00116021,0.00116021,0.00116021
21,88.115,0.97973,1.4191,1.38122,0.69581,0.75047,0.74677,0.39696,1.41956,1.89981,2.11711,0.00114606,0.00114606,0.00114606
22,93.5444,0.98796,1.4121,1.42452,0.57318,0.65773,0.71845,0.36687,1.45751,2.03435,2.146,0.00113191,0.00113191,0.00113191
23,96.8296,0.9816,1.36609,1.42172,0.61424,0.43946,0.50029,0.23857,1.54254,2.44028,2.16487,0.00111776,0.00111776,0.00111776
24,100.057,1.06242,1.40583,1.47137,0.73447,0.44764,0.49895,0.26864,1.50713,2.25719,2.11947,0.00110362,0.00110362,0.00110362
25,103.839,0.96865,1.39496,1.41381,0.66671,0.62387,0.67624,0.39078,1.3917,1.90716,1.96865,0.00108947,0.00108947,0.00108947
26,109.016,0.95426,1.25104,1.40445,0.75875,0.6029,0.66913,0.42578,1.32906,1.86188,1.89093,0.00107532,0.00107532,0.00107532
27,112.568,0.93868,1.2223,1.39646,0.79746,0.66692,0.80086,0.51765,1.11395,1.6692,1.69264,0.00106118,0.00106118,0.00106118
28,115.84,0.937,1.22034,1.41282,0.87883,0.73944,0.84559,0.54326,1.16493,1.46597,1.74732,0.00104703,0.00104703,0.00104703
29,119.534,0.88911,1.18394,1.35175,0.84498,0.85165,0.91413,0.6653,0.92747,1.2226,1.53168,0.00103288,0.00103288,0.00103288
30,124.738,0.83469,1.06608,1.30991,0.87635,0.88018,0.93858,0.68974,0.97152,1.20858,1.53518,0.00101873,0.00101873,0.00101873
31,128.105,0.87597,1.18434,1.30882,0.81198,0.81445,0.88338,0.62798,0.99361,1.34865,1.51576,0.00100459,0.00100459,0.00100459
